itemID,itemKey,itemType,dateAdded,dateModified,title,abstractNote,date,publisher,place,volume,numberOfVolumes,edition,series,seriesNumber,numPages,pages,ISBN,ISSN,url,accessDate,language,shortTitle,libraryCatalog,callNumber,archiveLocation,rights,extra,publicationTitle,bookTitle,websiteTitle,university,creators,collections
1399,Y9BU2SI7,book,"2023-02-21 17:09:04","2023-02-21 17:09:30",Partitura,,"2003-00-00 2003","Bogotá, Colombia : Ediciones Arte Dos Gráfico, 2003.",,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb5893227,,,,,"N7433.4.D52 P35 2003",,,,,,,,"Ana María Devis","Artists' Books Collection"
1400,E5XFN328,book,"2023-02-21 16:58:47","2023-02-21 17:01:15","Paper architecture",,"2017-00-00 2017","Chicago : Center for Book and Paper Arts, Columbia College, 2017.",,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9743538,,,,,"Bound Serials JAB no.42(Fall 2017) Suppl.",,,,,,,,"Karen Wirth","Artists' Books Collection"
1401,6ZSREA3B,book,"2023-02-21 16:01:52","2023-02-21 16:20:10","Orgasmo libertario",,"2016-00-00 2016","Bogotá, Colombia : La Silueta Ediciones, 2016.",,,,"Primera edición.","Publicaciones revolucionarias, 2500-5340 ; #5",,,,,,https://catalog.lib.unc.edu/catalog/UNCb8493201,,,,,"N7433.4.G92 O84 2016",,,,,,,,"Nadia Granados","Artists' Books Collection"
1402,YQG7QI8S,book,"2020-02-17 18:19:36","2023-02-21 15:58:05","on./the/page at the back of the book.",,"2015-00-00 2015","[Buzz Spector]",[Chicago?],,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8549840,,English,,,"Bound Serials JAB no.38(Fall 2015) Suppl.","Art Library",,,,,,,"Buzz Spector","Artists' Books Collection"
1403,XYG4SPBI,book,"2023-02-21 15:44:01","2023-02-21 15:46:04","Narraciones desde el último cuarto ; Postales",,"2007-00-00 2007","México, D.F. : MoNDAo corp. Ediciones, c2007.",,,,,"MoNDAo corp. ediciones ; 3",,,,"978-970-95621-0-1 978-970-95621-1-8",,https://catalog.lib.unc.edu/catalog/UNCb6226622,,,,,"N7433.4.M625 A1 no.3",,,,,,,,"Luis Carlos Hurtado Hernández","Artists' Books Collection"
1404,PPXCS73L,book,"2023-02-21 15:29:28","2023-02-21 15:30:54","Menú MoNDAo",,"2008-00-00 2008","Mexico, D.F. : MoNDAo corp., c2008.",,,,"1a ed.","MoNDAo corp. ediciones ; 5",,,,978-970-95621-4-9,,https://catalog.lib.unc.edu/catalog/UNCb5924385,,,,,"N7433.4.M625 A1 no.5",,,,,,,,"Andrea Medina; Gabriela Rodríguez; Luis Carlos Hurtado Hernández","Artists' Books Collection"
1405,F2A4D8BE,book,"2023-02-21 15:09:59","2023-02-21 15:11:24","Life's lessons : a mother's journal",,"1990-00-00 1990","Urbana, Ill. : Inky Press Productions : Distributed by Prairie Book Arts Center, c1990.",,,,,,,,,978-0-930810-05-4,,https://catalog.lib.unc.edu/catalog/UNCb2364847,,,"Life's lessons",,"TR654 .N419 1990",,,,,,,,"Bea Nettles","Artists' Books Collection"
1406,QPB2X8V6,book,"2023-02-21 15:05:02","2023-02-21 15:08:07","Life's lessons : a mother's journal",,"1990-00-00 1990","Urbana, Ill. : Inky Press Productions : Distributed by Prairie Book Arts Center, c1990.",,,,,,,,,978-0-930810-05-4,,https://catalog.lib.unc.edu/catalog/UNCb2364847,,,"Life's lessons",,"N7433.4.N425 L55 1990",,,,,,,,"Bea Nettles","Artists' Books Collection"
1414,MFTCSY97,book,"2021-09-21 17:35:48","2021-09-21 17:35:48","Political/Hydrological : a watershed remapping of the continental United States",,"2006-00-00 2006","[North Carolina] : Lauren Rosenthal, c2006.",,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb6055883,,,Political/Hydrological,,,,,,,,,,"Lauren Rosenthal","Artists' Books Collection; 2000-07"
1486,ZT48PPZ2,book,"2025-03-07 17:33:18","2025-03-07 17:39:08","De lo racional y lo razonable",,"1997-00-00 1997","Ediciones Arte Dos Gráfico","Santafé de Bogotá, Colombia",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb11933253,"2025-03-07 17:33:18",Spanish,,catalog.lib.unc.edu,,,,,,,,,"William Ospina","Artists' Books Collection; Jstor Artist Books"
1487,QGGDKXSZ,book,"2025-02-13 16:21:59","2025-02-13 16:22:34","Sneak peek",,"2024-00-00 2024","[Ediciones Réplica]","[Bogotá, Colombia]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb11979881,"2025-02-13 16:21:59",Spanish,,catalog.lib.unc.edu,,,,,,,,,"José (Book publisher) Ruiz; Arturo Salazar","Artists' Books Collection; To be photographed"
1501,LNSUSQ9K,book,"2024-12-11 20:41:18","2024-12-11 20:41:43",Secreto,,"2022-00-00 2022","Naranja Publicaciones","[Santiago, Chile]",,,,,,,,978-956-9814-03-7,,https://catalog.lib.unc.edu/trln/UNCb11749807,"2024-12-11 20:41:18",Spanish,,catalog.lib.unc.edu,,,,,,,,,"María P. Vila","Artists' Books Collection; To be photographed"
1502,7AB3HMG7,book,"2024-12-11 20:39:25","2024-12-11 20:40:13","Ser invisible",,"2022-00-00 2022","[Ivana Manrique]",[Colombia],,,,,,,,,,https://catalog.lib.unc.edu/trln/UNCb11939279,"2024-12-11 20:39:25",Spanish,,catalog.lib.unc.edu,,,,,,,,,"Ivana Manrique","Artists' Books Collection; To be photographed"
1512,SIBBPKMP,book,"2024-12-10 19:58:31","2024-12-10 19:59:20","The uncommon perspective of M.E.J. Colter",,"1992-00-00 1992","Land Marks Press","Huntington Woods, Michigan",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb11859005,"2024-12-10 19:58:31",English,,catalog.lib.unc.edu,,,,,,,,,"Lynne Avadenka","Artists' Books Collection; To be photographed"
1515,J7MTRLGR,book,"2024-11-18 18:16:43","2024-11-18 18:17:48","Conjugations : (love stories)",,"1973-00-00 1973",exp/press,Utrecht,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb11963470,"2024-11-18 18:16:43",English,Conjugations,catalog.lib.unc.edu,,,,,,,,,"Ulises Carrión","Artists' Books Collection; Jstor Artist Books"
1516,QIGK743D,book,"2024-11-18 18:04:27","2024-11-18 18:06:45","Sobre las características externas de tres colores",,"2019-00-00 2019","[Impronta Casa Editora]","[Guadalajara, México]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb11906417,"2024-11-18 18:04:27",Spanish,,catalog.lib.unc.edu,,,,,,,,,"Relámpago Impronta","Artists' Books Collection; To be photographed"
1525,RKL992ZG,book,"2024-10-30 20:34:55","2024-10-30 20:35:18","Tercera estrofa",,"2023-00-00 2023","Naranja Publicaciones","Santiago de Chile",,,,,,,,978-956-9814-06-8,,https://catalog.lib.unc.edu/catalog/UNCb11749799,"2024-10-30 20:34:55",Spanish,,catalog.lib.unc.edu,,,,,,,,,"Carlos Soto Román","Artists' Books Collection; To be photographed"
1543,7UUDPUCN,book,"2022-03-04 17:04:58","2024-09-27 13:36:30","Notes on fundamental joy : seeking the elimination of oppression through the social and political transformation of the patriarchy that otherwise threatens to bury us",,"2019-00-00 2019","New York : Printed Matter, Inc., 2019","New York",,,"First edition.",,,,,978-0-89439-098-2,,https://catalog.lib.unc.edu/catalog/UNCb9826255,,,"Notes on fundamental joy",,"N7433.4.W583 N68 2019",,,,,,,,"Carmen Winant","Artists' Books Collection"
1545,H4UKFQEN,book,"2024-09-26 19:33:43","2024-09-26 19:35:49","Territorio portátil para quien migra",,"2023-00-00 2023","Tercera Persona","[La Plata, Argentina]",,,,,,,,,,https://catalog.lib.unc.edu/trln/UNCb11689388,"2024-09-26 19:33:42",Spanish,,catalog.lib.unc.edu,,,,,,,,,"Celestina Alessio; Leticia Barbeito Andres; Juan Pablo Montero","Artists' Books Collection; To be photographed"
1556,IKKTHDBG,book,"2024-04-26 15:08:35","2024-04-26 15:09:27","Tender noted",,"2023-00-00 2023","Wendy's Subway","Brooklyn, NY",,,,,,,,978-1-7359242-2-9,,https://catalog.lib.unc.edu/catalog/UNCb11462107,"2024-04-26 15:08:35",English,,catalog.lib.unc.edu,,,,,,,,,"Shala Miller; Corinne Butta","Artists' Books Collection; To be photographed"
1557,6WVPBSU4,book,"2024-04-18 18:16:04","2024-04-18 18:16:49","Sueño en dos colores",,"2020-00-00 2020","Alacraña: Libros de Mano","[Ciudad de México]",,,,,,,,978-607-98050-2-9,,https://catalog.lib.unc.edu/catalog/UNCb11578673,"2024-04-18 18:16:03",Spanish,,catalog.lib.unc.edu,,,,,,,,,"Abril Castillo","Artists' Books Collection; To be photographed"
1562,2FCWWRUR,book,"2020-02-12 16:15:48","2020-02-13 19:25:34","Apparition of a distance, however near it may be : the hands of Google Books",,"2013-00-00 2013","Paul Soulellis","New York",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7927179,,English,,,"N7433.4.S68 A73 2013","Art Library",,,,,,,"Paul, 1968- Soulellis","Artists' Books Collection"
1563,PUJDFFEJ,book,"2020-02-06 18:55:47","2020-02-13 19:24:52","BEAUT. E (Code) : computer professionals reflect on the art in software.",,"2005-00-00 2005","Karen Hanmer","Glenview, IL",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7280973,,English,,,"N7433.4.H359 B35 2005","Art Library",,,,,,,"Karen Hanmer","Artists' Books Collection; 2000-07"
1564,93YZ6YWY,book,"2020-02-13 19:21:21","2020-02-13 19:24:06","Endangered data",,"2017-00-00 2017","EIC Press","[United States]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9358797,,English,,,"N7433.4.N678 E53 2017","Art Library",,,,,,,"Zachary Norman; Everything is Collective (Group of artists)","Artists' Books Collection; CMPL 260; To be photographed"
1565,SYX7T4RL,book,"2020-02-13 19:22:54","2020-02-13 19:23:40","تهران، بى‌تاريخ = Tehran, undated / Tihrān, bīʹtārīkh = Tehran, undated",,"2016-00-00 2016","[publisher not identified]",[Iran],,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9140455,,English,,,"N7433.4.P373 T54 2016","Art Library",,,,,,,"Mīlād Parvaz; پروز، ميلاد","Artists' Books Collection"
1566,MWWMFA8J,book,"2020-02-10 18:57:13","2020-02-13 19:13:32","Mrs Merryman's collection",,"2012-00-00 2012",Mack,London,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7671972,,English,,,"TR655 .S64 2012","Art Library",,,,,,,"Anne Sophie Merryman; Miki Soejima","Artists' Books Collection"
1575,Y5RUXGXN,book,"2023-02-16 17:27:48","2024-04-16 20:29:41","The exquisite Lumbee",,"2011-00-00 2011","[Ashley Minner]",[Baltimore],,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb11165503,,,,,"N7433.4.M5595 E96 2011",,,,,,,,"Ashley Minner; Sean Scheidt","Artists' Books Collection; To be photographed"
1576,6PD2C5CE,book,"2020-02-05 18:17:47","2024-04-16 18:50:08","Tree of codes",,"2011-00-00 2011","Visual Editions",[London],,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb6562555,,English,,,"N7433.4.F628 T73 2011","Art Library",,,,,,,"Jonathan Safran, 1977- Foer","Artists' Books Collection"
1603,B4MRJUTU,book,"2024-02-27 20:43:37","2024-02-27 20:44:19","Slow looking",,"2021-00-00 2021","Childish Books","[South Portland, Maine]",,,"2nd printing",,,,,,,https://catalog.lib.unc.edu/catalog/UNCb11462116,,,,,,,,,,,,,"Lukaza Branfman-Verissimo","Artists' Books Collection; To be photographed"
1616,7NNFWE7D,book,"2024-02-16 18:33:59","2024-02-16 18:34:48","Treading the maze : an artist's journey through breast cancer",,"1997-00-00 1997","Chronicle Books","San Francisco",,,,,,,,978-0-8118-1605-2,,https://catalog.lib.unc.edu/catalog/UNCb11733945,,,"Treading the maze",,,,,,,,,,"Susan E. King","Artists' Books Collection"
1617,IQSS9I8E,book,"2024-02-16 18:31:00","2024-02-16 18:31:56","Cups of nun chai",,"2020-00-00 2020",Yaarbal,"New Delhi",,,,,,,,978-81-933492-1-2,,https://catalog.lib.unc.edu/catalog/UNCb11692523,,,,,,,,,,,,,"Alana Hunt","Artists' Books Collection"
1618,M69CN3AD,book,"2024-02-15 21:51:49","2024-02-15 21:53:36",Mirrors,,"2015-00-00 2015","TBW Books","Oakland, CA",,,,,,,,978-1-942953-27-2,,https://catalog.lib.unc.edu/catalog/UNCb9826217,,,,,,,,,,,,,"Eric Oglander","Artists' Books Collection"
1767,H4DT26QW,book,"2020-02-13 19:09:28","2020-02-13 19:10:33","Between worlds : an asylum seeker in America",,"2018-00-00 2018","Printed ... by Charles Nypels Lab, Van Eyck",Maastricht,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9519910,,English,,,"N7433.4.B454 B48 2018","Art Library",,,,,,,"Zoe Beloff; Charles Nypels Lab","Artists' Books Collection; To be photographed"
1768,ZING7QFJ,book,"2020-02-09 21:38:06","2020-02-13 19:07:43",Passage,,"2013-00-00 2013","Strong Silent Type Press","[Saint Paul, Minn.]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7639813,,English,,,"N7433.4.H347 P37 2013","Art Library",,,,,,,"Fred Hagstrom; Strong Silent Type Press","Artists' Books Collection; EDUC 567 - 2021"
1769,7M4CUF8W,book,"2020-02-13 18:58:58","2020-02-13 19:00:00",Autobiography,,"1980-00-00 1980","Multiples ; L. and M.K. Torf","New York ; Boston",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8179457,,English,,,"N7433.4.L48 A4 1980","Art Library",,,,,,,"Sol, 1928-2007 LeWitt","Artists' Books Collection"
1770,LC2US9AI,book,"2020-02-13 18:58:19","2020-02-13 18:58:40","The secret",,"1987-00-00 1987","[Claire Moore]","Produced: [New York, N.Y.?]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8190475,,English,,,"N7433.4.M657 S4 1987","Art Library",,,,,,,"Claire Moore","Artists' Books Collection"
1772,4A4KYCYY,book,"2020-02-13 18:47:04","2020-02-13 18:47:48","Gomorrah girl",,"2014-00-00 2014","Twin Palms","Santa Fe, NM",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8158849,,English,,,"TR681.Y6 S67 2014","Art Library",,,,,,,"Valerio, 1972- Spada","Artists' Books Collection"
1773,4YJLNRZ4,book,"2020-02-13 18:42:58","2020-02-13 18:43:16","Strokephone : brain phone interface : uploading knowledge in the human brain",,"2014-00-00 2014","Christine Kermaire","Charleroi, Belgium",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8169304,,English,,,"N7433.4.K47 S77 2014","Art Library",,,,,,,"Christine Kermaire","Artists' Books Collection"
1774,GDEAWFHF,book,"2020-02-13 18:41:38","2020-02-13 18:41:56",Vele,,"2014-00-00 2014","Spector Books","Leipzig, Germany",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8160593,,English,,,"TR647 .Z535 2014","Art Library",,,,,,,"Tobias, 1973- Zielony; Ursula Blickle Stiftung","Artists' Books Collection"
1775,ZAPMBGE3,book,"2020-02-13 18:12:05","2020-02-13 18:12:26","The land, the man, the machine",,"2013-00-00 2013","Columbia College, Center for Book and Paper Arts",Chicago,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8167407,,English,,,"N7433.4.B837 L28 2013","Art Library",,,,,,,"Heather Buechler","Artists' Books Collection"
1776,87VFPMMD,book,"2020-02-13 18:08:41","2020-02-13 18:09:11",Pacing,,"2014-00-00 2014",Ivorypress,"[Madrid, Spain]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7964715,,English,,,"N7433.4.A49 P33 2014","Art Library",,,,,,,"Francis, 1959- Alÿs","Artists' Books Collection"
1777,IRCKVASD,book,"2020-02-13 18:07:55","2020-02-13 18:08:15","Ursula Schulz-Dornburg : some works",,"2014-00-00 2014","Hatje Cantz Verlag",Ostfildern,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7964973,,German,,,"TR655 .S368 2014","Art Library",,,,,,,"Ursula Schulz-Dornburg; Wolfgang, 1955- Scheppe","Artists' Books Collection"
1778,J9UUENQY,book,"2020-02-13 17:55:50","2020-02-13 17:58:20","Wild pigeon",,"2014-00-00 2014","[Carolyn Drake]","[Place of publication not identified]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7969139,,English,,,"TR655 .D73 2014","Art Library",,,,,,,"Carolyn Drake","Artists' Books Collection"
1779,IHNJFWFT,book,"2020-02-13 17:55:18","2020-02-13 17:55:36","Sole y Darío",,"2014-00-00 2014","Ediciones Vigía","Matanzas, Cuba",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7981187,,Spanish,,,"N7433.4.R55 S64 2014","Art Library",,,,,,,"Nersys, 1936- Felipe; Marialva Ríos; Ediciones Vigía","Artists' Books Collection"
1780,VRSBV8YK,book,"2020-02-13 17:54:44","2020-02-13 17:55:04","Ritual de mis piernas = Liturgy of my legs",,"2014-00-00 2014","Ediciones Vigía","Matanzas, Cuba",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7981070,,Spanish,,,"N7433.4.M538 R58 2014","Art Library",,,,,,,"Pablo, 1904-1973 Neruda; Gjorge Michel Milián Maura; Ediciones Vigía","Artists' Books Collection"
1781,DFGM4MYQ,book,"2020-02-13 17:53:46","2020-02-13 17:54:08","Paseo de Gracia : Yani Pecanins : arte objeto, collage, libros de artista : 22 de noviembre del 2013-26 de enero de 2014.",,"2013-00-00 2013","Museo de Arte Carrillo Gil","México, D.F.",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7981327,,Spanish,,,"N7433.4.P42 A4 2013","Art Library",,,,,,,"Yani, 1957-2019 Pecanins; Museo de Arte Carrillo Gil","Artists' Books Collection"
1782,84WG8AI6,book,"2020-02-13 17:52:54","2020-02-13 17:53:34","¡Préstame tu luz!",,"2014-00-00 2014","Ediciones Vigía","Matanzas, Cuba",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7991256,,Spanish,,,"N7433.4.A57 M46 2014","Art Library",,,,,,,"Rabindranath, 1861-1941 Tagore; Elizabeth Valero; Ediciones Vigía","Artists' Books Collection"
1783,4EC84LP7,book,"2020-02-13 17:52:04","2020-02-13 17:52:21","Canto a Matanzas",,"2014-00-00 2014","Ediciones Vigía","Matanzas, Cuba",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7981223,,Spanish,,,"N7433.4.R55 C25 2014","Art Library",,,,,,,"Carilda Oliver Labra; Marialva Ríos; Ediciones Vigía","Artists' Books Collection"
1784,TMUTSH2R,book,"2020-02-13 17:51:12","2020-02-13 17:51:48","Tránsito al fin = Passage to the end",,"2014-00-00 2014","Ediciones Vigía","Matanzas, Cuba",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7981237,,Spanish,,,"N7433.4.V35 T73 2014","Art Library",,,,,,,"Eduardo, 1914-1992 Anguita; Elizabeth Valero; Ediciones Vigía","Artists' Books Collection"
1785,263JJYU2,book,"2020-02-13 17:50:30","2020-02-13 17:50:46","De codos en el puente",,"2014-00-00 2014","Ediciones Vigía","Matanzas, Cuba",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7988594,,Spanish,,,"N7433.4.O82 D4 2014","Art Library",,,,,,,"José Jacinto, 1814-1863 Milanés; Erick Ortega Villazón; Agustina Ponce; Ediciones Vigía","Artists' Books Collection"
1786,CI5BSLVI,book,"2020-02-13 17:49:49","2020-02-13 17:50:06","El ruego = The prayer",,"2014-00-00 2014","Ediciones Vigía",Matanzas,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7981238,,Spanish,,,"N7433.4.M538 R8 2014","Art Library",,,,,,,"Gabriela, 1889-1957 Mistral; Gjorge Michel Milián Maura; Gladys Mederos; Ediciones Vigía","Artists' Books Collection"
1787,4ZPTZSCC,book,"2020-02-13 17:49:07","2020-02-13 17:49:21","Ya yo también estoy entre los otros",,"2014-00-00 2014","Ediciones Vigía","Matanzas, Cuba",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7981075,,Spanish,,,"N7433.4.V35 Y3 2014","Art Library",,,,,,,"Fina, 1923- García Marruz; Elizabeth Valero; Laura, 1966- Ruiz Montes; Ediciones Vigía","Artists' Books Collection"
1788,4F96YEAW,book,"2020-02-13 17:48:33","2020-02-13 17:48:52","La señal",,"2014-00-00 2014","Ediciones Vigía",Matanzas,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7981071,,Spanish,,,"N7433.4.M537 S37 2014","Art Library",,,,,,,"José Manuel, 1966- Espino Ortega; Adrián Milián; Agustina Ponce; Ediciones Vigía","Artists' Books Collection"
1789,NX2BZWC6,book,"2020-02-13 17:48:07","2020-02-13 17:48:21","Ayotzinapa : desaparición política.",,"2014-00-00 2014","Pensaré Cartoneras","México",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7981342,,Spanish,,,"N7433.4 .A96 2014","Art Library",,,,,,,,"Artists' Books Collection"
1790,2W368KM7,book,"2020-02-13 17:45:55","2020-02-13 17:47:41","Las paredes del tiempo",,"2013-00-00 2013","Ediciones Vigía",Matanzas,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7830918,,Spanish,,,"N7433.4.M538 P3 2013","Art Library",,,,,,,"Hugo Hodelín Santana; Gjorge Michel Milián Maura; Gladys Mederos; Ediciones Vigía","Artists' Books Collection"
1791,EXLW2JAI,book,"2020-02-13 17:45:14","2020-02-13 17:45:55","Doctor Mister Miracles's vocabulary guide for the perplexed miraclist",,"2014-00-00 2014","Blue Bluer Books","Pittsboro, North Carolina",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7982775,,English,,,"N7433.4.H62 D63 2014","Art Library",,,,,,,"Josh Hockensmith; Blue Bluer Books (Firm)","Artists' Books Collection"
1792,PDUTEW5I,book,"2020-02-13 17:43:32","2020-02-13 17:44:09",Re/forma,,"2014-00-00 2014","[Luís Aranguri]","[São Paulo, Brazil]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7843708,,Portuguese,,,"N7433.4.A718 R4 2014","Art Library",,,,,,,"Luis Arangurí","Artists' Books Collection"
1794,RMUSCV3U,book,"2020-02-12 18:51:13","2020-02-12 18:54:38","Goró",,"2013-00-00 2013","Gordo Seboso","Brasília",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7843715,,Portuguese,,,"N7433.4.A1 G68 2013","Art Library",,,,,,,,"Artists' Books Collection"
1795,53Y9ZK7P,book,"2020-02-12 18:50:15","2020-02-12 18:50:32","Working on my novel",,"2014-00-00 2014","Penguin Books",London,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7908886,,English,,,"PS3601 .A733 2014","Art Library",,,,,,,"Cory, 1978- Arcangel","Artists' Books Collection"
1796,3KJN9TSD,book,"2020-02-12 18:49:34","2020-02-12 18:50:15","Japan project",,"2013-00-00 2013","JAB Books",Chicago,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7965805,,English,,,"N7433.4.F7 J34 2013","Art Library",,,,,,,"Brad, 1951- Freeman; JAB Books","Artists' Books Collection"
1797,LR9UQRII,book,"2020-02-12 18:46:49","2020-02-12 18:47:10","Perspectivas do livro de artista.",,"2011-00-00 2011","Center for Book & Paper Arts, Columbia College",Chicago,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7965785,,Portuguese,,,"N7433.4.F7 P48 2011","Art Library",,,,,,,"Brad, 1951- Freeman; Ill.). Center for Book & Paper Arts Columbia College (Chicago","Artists' Books Collection"
1798,PJ6HW6XE,book,"2020-02-12 16:19:53","2020-02-12 16:20:08","5 star ratings : Mechanical Turk reviews",,"2012-00-00 2012","La Cucaracha Press","Kansas City, MO",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7949014,,English,,,"N72.T4 S46 2012","Art Library",,,,,,,"Paul Shortt","Artists' Books Collection; To be photographed"
