SSID,Filename,File Count,Creator[4599],Publisher[3099011],Title[4601],Image View Type[4603],Date[4604],Materials/Techniques[4608],Measurements[4609],Artstor Classification[4610],Work Type[4867],Repository[4612],Call Number[4613],Creation/Discovery Site[4615],Country[4619],Description[4620],Subject[4621],Relationships[4622],Source[4623],Photographer[4624],Image Date[4625],ID Number[4626],Rights[4627],ARTstor Id[4628],Resource Type[1040493],Media URL
13517984,Purification_of_Fagus1.tif,2,"Lincoln, Paul Etienne.",,The purification of fagus sylvatica var pendula,(Cover & interior images),2005,Binding method -- Case binding.|Printing / production method -- Commercial production.,"16 p., [23] p. of plates : ill. ; 27 cm.",Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.L558 P87 2005,"Ballybeg, Ireland : Coracle ; New York : Granary Books",,,Site-specific art.|Performance art.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,03/28/2016,Purification_of_Fagus1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13517984/representation-view
13517983,photogrids1.tif,3,"LeWitt, Sol (American painter and sculptor, 1928-2007)",,Photogrids,(Interior images),1978,"Binding method -- Library bound, original binding unknown.|Printing/production method -- Offset.",[52] p. : chiefly col. ill. ; 26 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.L48 P46 1977,New York : P. David Press,,,"Photography, Artistic.|Photographic sequence.",,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,03/28/2016,photogrids1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13517983/representation-view
13517980,Incomplete_open_cubes1.tif,2,"LeWitt, Sol, 1928-2007.",,"Incomplete open cubes : The John Weber Gallery, New York 1974",(Interior images),c1974,"Binding method -- Library bound, original binding unknown.|Printing / production method -- Commercial production.",ca. 250 p. : all ill. ; 21 cm.,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.L48 I66 1974,[s.l.] : S. Lewitt,,,Cube in art.|Geometrical drawing.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,03/28/2016,Incomplete_open_cubes1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13517980/representation-view
13517978,Velvet1.tif,2,"López, Ashauri",,Velvet,(Cover & interior images),2012,Printing / production method -- Offset.,63 pages ; 19 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.L6633 V4 2012 ,Cuidad de México : Ediciones Acapulco,,,Multimedia Artists' books.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,03/28/2016,Velvet1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13517978/representation-view
13450782,Zen_photography1.tif,2,"Leverant, Robert.",,Zen in the art of photography.,(Cover & interior images),"[1971, c1969]",Binding method -- Perfect binding.|Printing / production method -- Commercial production.,[40] p. 18 cm.,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4 .L46 1974,"Berkeley, [Calif.] Images Press",,,"Zen photography.|Photography, Artistic -- Philosophy.",,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,03/21/2016,Zen_photography1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone:",,Digital Images,https://forum.jstor.org/assets/13450782/representation-view
13450780,space_and_time1.tif,3,"Leslie, Ken.",,Space + time,"(Images of the enclosure, cover, & interior)",c2002,Binding method -- Accordion fold.|Binding method -- Folded single sheet.,[24] p. (folded) : photos. (col.) ; 64 cm. diameter folded to 20 x 18 cm.,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.L455 S68 2002,"Atlanta, Ga. : Nexus Press",,,"Outdoor photography.|Seasons in art.|Vermont -- In art.|Photography, Artistic.",,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,03/23/2016,Space+time1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone:",,Digital Images,https://forum.jstor.org/assets/13450780/representation-view
13450778,Las_cosas_que_te_podran1.tif,2,"Lee, Miju, author, artist.",,Las cosas que te podrán pasar hasta que te encuentres una pareja,(Cover & interior images),2014,Binding method -- Smyth sewing.|Printing / production method -- Offset.,64 pages : chiefly color illustrations ; 15 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.L433 C6 2014,"[Bilbao] : Belleza infinita, 2014.",,,Mate selection.|Dating (Social customs)|Single women.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,03/21/2016,Las_cosas_que_te_podran1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone:",,Digital Images,https://forum.jstor.org/assets/13450778/representation-view
13450772,Autobiography1.tif,2,"LeWitt, Sol, 1928-2007",,Autobiography,(Cover & interior images),1980,Binding method -- Perfect binding.|Printing / production method -- Offset.,[127] p. : chiefly ill. ; 26 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.L48 A4 1980 ,New York : Multiples ;Boston : L. and M.K. Torf,,,"Photography, Artistic.",,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,03/21/2016,Autobiography1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13450772/representation-view
13450771,Heavenly_bodies1.tif,2,"Lere, Mark, 1950-",,Heavenly bodies,(Cover & interior images),1977,Binding method -- Pamphlet binding.|Printing / production method -- Offset.,[20] p. : all ill. ; 28 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.L42 A4 1977 ,"S.l. : Mark Allen Lere, ca.",,,"Skin in art.|Zodiac in art.|Photography, Artistic.",,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,03/21/2016,Heavenly_bodies1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13450771/representation-view
13450769,Arcs_and_lines1.tif,2,"LeWitt, Sol, 1928-2007",,"Arcs and lines : all combinations of arcs from four corners, arcs from four sides, straight lines, not-straight lines, and broken lines : Sol LeWitt, 1974",(Cover & interior images),1974,Binding method -- Perfect binding.|Printing / production method -- Commercial production.,[53] p. : ill. ; 21 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.L48 A83 1974 ,Lausanne : Editions des Massons ;New York : Distributed in the U. S. A. by Artists' Books Distribution Co.,,,Line (Art).|Geometrical drawing.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,03/21/2016,Arcs_and_lines1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13450769/representation-view
13450768,a_hundred_years_of_lex_flex1.tif,2,"Laxson, Ruth",,A hundred years of: LEX FLEX,(Cover & interior images),2003,Binding method -- Case binding.|Printing / production method -- Offset.,[52] p. : ill. (some col.) ; 28 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.L39 H86 2003 ,"Atlanta, Ga. : Nexus Press",,,"Collage, American.|History in art.|Writing in art.|Typographic art.|Appropriated text.",,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,03/21/2016,Hundred_years1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13450768/representation-view
13420287,Workers_library1.tif,2,"Kopystiansky, Svetlana, 1950-",,Workers Library,(Cover & interior images),1997,Binding method -- Pamphlet binding.|Printing / production method -- Offset.,"22 unnumbered pages : chiefly illustrations, map ; 21 cm.",Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.K666 W67 1997,Berlin : SupportEdition,,,"Kopystiansky, Svetlana, 1950- -- Exhibitions.|Working class libraries -- South Africa.",,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,03/18/2016,Workers_library1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone:",,Digital Images,https://forum.jstor.org/assets/13420287/representation-view
13420283,Picture_readings1.tif,2,"Kruger, Barbara, 1945-",,Picture/Readings,(Interior images),c1978,Binding method -- Perfect binding.|Printing / production method -- Offset.,[48] p. : ill. ; 15 x 23 cm.,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.K78 A4 1978,[New York? : Printed Matter?],,,"Photography, Artistic.|Architectural photography.",,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,03/18/2016,Picture_readings1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone:",,Digital Images,https://forum.jstor.org/assets/13420283/representation-view
13420280,Exhibition_of_paintings1.tif,2,"Kopystiansky, Igor, 1954-",,"Exhibition of paintings : 2nd Johannesburg Biennale, Johannesburg Art Gallery, 1997",(Cover & interior images),1997,Binding method -- Pamphlet binding.|Printing / production method -- Offset.,1 volume (unpaged) : illustrations ; 21cm.,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.K665 E9 1997,Berlin : SupportEdition,,,"Kopystiansky, Igor, 1954- -- Exhibitions.",,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,03/18/2016,Exhibition_of_paintings1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone:",,Digital Images,https://forum.jstor.org/assets/13420280/representation-view
13420278,Tres_fotos1.tif,2,"Larreta, Pablo",,"Tres fotos, tres poemas","(Images of the enclosure, cover, & interior)",2013,Binding method -- Accordion fold.|Printing / production method -- Offset.|Accordion fold format (Binding) -- Argentina -- Buenos Aires -- 21st century.,1 volume (unpaged) : illustrations ; 23 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.L365 T75 2013 ,"[Buenos Aires, Argentina] : [Pablo Larreta]",,,Artists' books -- Argentina -- Buenos Aires -- 21st century.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,03/18/2016,Tres_fotos1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13420278/representation-view
13420274,Constructs_stories1.tif,2,"Kostelanetz, Richard",,Constructs : stories,(Cover & interior images),1975,Binding method -- Perfect binding.|Printing / production method -- Commercial production.,[108] p. : all ill. ; 22 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.K67 A4 ,Reno : WCPR,,,Constructivism (Art).|Geometry in art.|Visual narrative.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,03/18/2016,Constructs_stories1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13420274/representation-view
13420272,Celebrity_facial1.tif,2,"Kornder, Jennifer",,Celebrity facial,(Cover & interior images),2014,Binding method -- Pamphlet binding.|Printing / production method -- Offset.,28 unnumbered pages : all color illustrations ; 21 cm,Prints,Artist's book,Joseph C. Sloane Art Library,Bound Serials JAB no.35(Spring 2014) Suppl.,"[Chicago] : [Center for Book & Paper Arts, Columbia College]",,,Celebrities -- Caricatures and cartoons.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,03/18/2016,Celebrity_facial1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/13420272/representation-view
